city,area_sqft,bhk,bathrooms,parking,location_type,property_age,furnishing,price
Ahmedabad,1799,5,2,1,Standard,12,Semi-Furnished,10894500.0
Delhi,1754,3,2,1,Developing,18,Semi-Furnished,21348000.0
Bengaluru,1889,1,4,1,Developing,5,Semi-Furnished,18884400.0
Kolkata,655,4,4,0,Standard,15,Semi-Furnished,4630000.0
Mumbai,1595,3,2,0,Standard,2,Semi-Furnished,29660000.0
Ahmedabad,2440,1,3,0,Premium,2,Unfurnished,17846000.0
Lucknow,1470,5,1,1,Premium,5,Semi-Furnished,9849500.0
Chennai,1202,3,2,1,Premium,16,Semi-Furnished,12119500.0
Ahmedabad,882,3,3,1,Standard,13,Furnished,5751000.0
Delhi,2230,4,2,1,Premium,1,Furnished,45085000.0
Mumbai,2618,4,2,0,Premium,1,Unfurnished,62211200.0
Jaipur,2899,3,2,1,Developing,12,Unfurnished,11946000.0
Kolkata,510,5,4,1,Developing,0,Unfurnished,3998000.0
Lucknow,1742,4,4,1,Premium,2,Furnished,11940700.0
Delhi,856,5,3,1,Premium,1,Semi-Furnished,18342000.0
Jaipur,1534,5,4,1,Developing,12,Semi-Furnished,7336000.0
Mumbai,2761,2,2,1,Standard,10,Unfurnished,49948000.0
Ahmedabad,866,1,3,0,Developing,15,Semi-Furnished,3810400.0
Bengaluru,1705,5,1,0,Premium,7,Semi-Furnished,27598000.0
Ahmedabad,1854,4,2,1,Standard,5,Furnished,11597000.0
Bengaluru,2816,5,4,0,Developing,7,Furnished,28583600.0
Mumbai,2074,4,1,1,Standard,7,Unfurnished,38032000.0
Lucknow,1023,4,2,0,Standard,15,Unfurnished,4853500.0
Ahmedabad,671,3,1,0,Developing,17,Unfurnished,2802400.0
Bengaluru,837,5,2,1,Developing,3,Semi-Furnished,9485200.0
Chennai,2536,1,4,0,Premium,6,Unfurnished,25026000.0
Pune,2199,4,3,0,Developing,4,Furnished,15473600.0
Ahmedabad,2174,2,2,1,Developing,6,Semi-Furnished,10265600.0
Delhi,2098,3,3,1,Standard,2,Furnished,32920000.0
Mumbai,1060,4,2,1,Premium,0,Semi-Furnished,26204000.0
Chennai,817,2,3,0,Standard,7,Furnished,6977500.0
Delhi,1831,2,4,0,Premium,15,Furnished,36254500.0
Kolkata,1294,1,2,1,Developing,1,Furnished,7211200.0
Jaipur,940,2,2,1,Standard,8,Semi-Furnished,5300000.0
Ahmedabad,2225,1,3,0,Premium,7,Semi-Furnished,16308750.0
Hyderabad,1788,4,2,0,Premium,13,Semi-Furnished,16870800.0
Kolkata,1751,2,4,0,Standard,13,Semi-Furnished,10906000.0
Pune,1823,3,3,1,Standard,1,Unfurnished,15584000.0
Kolkata,1863,2,2,1,Standard,6,Unfurnished,11628000.0
Hyderabad,698,4,3,0,Standard,19,Furnished,5536000.0
Delhi,2694,1,4,0,Developing,4,Semi-Furnished,32978000.0
Bengaluru,2611,5,1,0,Developing,9,Furnished,26215600.0
Delhi,1211,4,1,1,Standard,9,Unfurnished,18765000.0
Kolkata,2258,1,2,0,Premium,12,Furnished,17912400.0
Pune,1794,4,4,1,Premium,5,Furnished,20257600.0
Bengaluru,966,2,4,1,Standard,8,Semi-Furnished,12392000.0
Jaipur,1496,4,2,1,Standard,12,Unfurnished,8030000.0
Ahmedabad,2306,5,4,0,Premium,7,Unfurnished,17537900.0
Bengaluru,1014,5,1,1,Standard,1,Furnished,13868000.0
Hyderabad,896,2,4,0,Standard,10,Furnished,7072000.0
Kolkata,582,2,1,0,Developing,16,Unfurnished,2493600.0
Kolkata,1660,5,4,0,Standard,10,Unfurnished,10860000.0
Pune,853,1,4,0,Premium,11,Semi-Furnished,9171200.0
Pune,2600,4,1,1,Standard,19,Furnished,21400000.0
Bengaluru,619,3,3,0,Developing,13,Unfurnished,6192400.0
Pune,1136,1,3,0,Premium,14,Furnished,12114400.0
Ahmedabad,1078,5,3,1,Developing,6,Unfurnished,5893200.0
Jaipur,2216,3,1,0,Premium,3,Unfurnished,14954000.0
Mumbai,1343,2,1,1,Premium,12,Semi-Furnished,31726200.0
Jaipur,1476,4,2,0,Premium,10,Semi-Furnished,10344000.0
Bengaluru,2943,4,1,0,Premium,4,Unfurnished,46610800.0
Delhi,1551,1,2,0,Developing,9,Semi-Furnished,18812000.0
Mumbai,1603,3,4,1,Developing,16,Furnished,23933200.0
Kolkata,1689,4,2,0,Premium,10,Unfurnished,13674200.0
Chennai,1453,3,3,0,Premium,18,Semi-Furnished,14416750.0
Bengaluru,1519,1,1,1,Developing,18,Semi-Furnished,14382400.0
Lucknow,636,5,3,1,Developing,19,Semi-Furnished,3039600.0
Ahmedabad,1492,1,3,0,Premium,10,Unfurnished,10667800.0
Kolkata,2470,1,2,1,Standard,0,Furnished,15870000.0
Lucknow,2679,2,2,1,Developing,2,Unfurnished,10294400.0
Mumbai,1969,2,4,0,Premium,17,Furnished,46524600.0
Lucknow,1176,5,1,0,Premium,2,Furnished,8379600.0
Pune,2603,1,3,1,Premium,15,Furnished,27471200.0
Delhi,1695,2,1,0,Premium,15,Unfurnished,32802500.0
Ahmedabad,529,1,1,0,Premium,12,Unfurnished,3482350.0
Mumbai,2887,5,3,1,Standard,11,Semi-Furnished,53116000.0
Pune,1239,4,2,1,Developing,10,Semi-Furnished,8829600.0
Bengaluru,2072,4,3,1,Developing,18,Furnished,20741200.0
Ahmedabad,1235,1,2,0,Premium,6,Semi-Furnished,9180250.0
Bengaluru,1890,2,4,0,Developing,15,Furnished,18694000.0
Lucknow,2189,1,1,0,Premium,6,Furnished,13305650.0
Lucknow,2404,2,3,0,Standard,13,Semi-Furnished,11118000.0
Jaipur,2076,3,4,0,Standard,12,Furnished,11280000.0
Chennai,809,2,2,1,Standard,1,Unfurnished,6767500.0
Pune,835,2,4,1,Standard,4,Semi-Furnished,7680000.0
Ahmedabad,1946,1,3,1,Premium,16,Unfurnished,13763900.0
Lucknow,1076,4,1,0,Developing,8,Semi-Furnished,4623600.0
Chennai,1358,2,1,1,Developing,5,Unfurnished,8548000.0
Hyderabad,2055,1,1,1,Developing,8,Unfurnished,11558000.0
Kolkata,2476,2,2,0,Premium,18,Furnished,19512800.0
Bengaluru,1888,2,3,1,Developing,18,Unfurnished,18074800.0
Delhi,706,3,2,0,Standard,5,Furnished,11640000.0
Pune,1625,1,1,1,Premium,12,Unfurnished,16750000.0
Bengaluru,2939,2,4,0,Developing,16,Semi-Furnished,28464400.0
Kolkata,2962,4,1,1,Standard,2,Furnished,19222000.0
Chennai,2823,2,3,1,Developing,2,Unfurnished,17688000.0
Hyderabad,578,3,3,1,Premium,8,Unfurnished,5909800.0
Kolkata,854,5,1,0,Standard,17,Unfurnished,5374000.0
Bengaluru,2977,3,3,1,Developing,16,Furnished,29329200.0
Mumbai,1971,5,1,1,Developing,2,Semi-Furnished,29782400.0
Jaipur,762,1,1,0,Developing,11,Unfurnished,2798000.0
Chennai,1768,3,3,0,Developing,1,Furnished,11958000.0
Lucknow,2813,2,2,1,Premium,20,Furnished,16706050.0
Hyderabad,1612,5,4,1,Premium,8,Furnished,16319200.0
Delhi,908,5,1,0,Standard,7,Unfurnished,14370000.0
Mumbai,1736,2,3,0,Developing,8,Furnished,25798400.0
Bengaluru,1962,2,3,0,Standard,8,Furnished,24344000.0
Delhi,2022,4,4,0,Developing,4,Semi-Furnished,25514000.0
Lucknow,2356,3,2,1,Premium,12,Semi-Furnished,14382600.0
Pune,2650,1,3,1,Developing,19,Furnished,17160000.0
Hyderabad,2423,5,4,0,Standard,2,Unfurnished,18261000.0
Ahmedabad,576,1,3,0,Developing,12,Semi-Furnished,2684400.0
Bengaluru,986,5,1,1,Developing,18,Semi-Furnished,10065600.0
Lucknow,2110,3,2,1,Premium,7,Unfurnished,12943500.0
Jaipur,2993,5,2,1,Standard,1,Semi-Furnished,16515000.0
Ahmedabad,1179,3,4,0,Standard,4,Semi-Furnished,7534500.0
Jaipur,782,5,2,0,Developing,11,Semi-Furnished,4028000.0
Lucknow,2389,3,2,1,Premium,2,Semi-Furnished,15075650.0
Mumbai,2728,4,4,0,Premium,5,Unfurnished,64785200.0
Mumbai,946,3,2,0,Developing,19,Furnished,13972400.0
Kolkata,549,2,2,1,Premium,16,Furnished,4732200.0
Kolkata,1556,3,3,1,Developing,1,Furnished,8968800.0
Lucknow,2764,2,4,1,Developing,7,Unfurnished,10550400.0
Chennai,909,3,2,0,Premium,4,Semi-Furnished,9712750.0
Chennai,1890,5,1,0,Premium,15,Furnished,19277500.0
Hyderabad,2648,3,1,1,Premium,7,Unfurnished,24596800.0
Lucknow,1398,2,2,0,Premium,16,Semi-Furnished,8228300.0
Pune,2759,2,1,0,Premium,1,Semi-Furnished,29393600.0
Jaipur,2709,3,2,1,Standard,10,Unfurnished,13995000.0
Ahmedabad,1938,3,2,0,Developing,15,Furnished,9077200.0
Chennai,1021,3,3,1,Developing,8,Furnished,7276000.0
Chennai,2474,3,4,0,Premium,20,Furnished,24621500.0
Bengaluru,742,1,1,0,Developing,7,Furnished,7573200.0
Lucknow,912,2,1,1,Premium,11,Semi-Furnished,5685200.0
Mumbai,2810,1,1,1,Premium,17,Furnished,65854000.0
Mumbai,792,1,2,1,Developing,13,Furnished,11804800.0
Jaipur,2163,2,4,0,Premium,4,Semi-Furnished,14909500.0
Jaipur,2970,4,1,1,Premium,1,Semi-Furnished,20555000.0
Ahmedabad,1631,2,2,0,Standard,5,Unfurnished,9320500.0
Hyderabad,2660,4,2,0,Premium,18,Semi-Furnished,24556000.0
Bengaluru,1157,3,2,1,Premium,15,Unfurnished,18249200.0
Jaipur,2855,4,1,1,Premium,20,Furnished,19107500.0
Delhi,1921,2,4,0,Standard,6,Unfurnished,29315000.0
Kolkata,2770,3,1,0,Developing,13,Furnished,13846000.0
Mumbai,1438,2,2,1,Standard,11,Semi-Furnished,26334000.0
Chennai,2021,3,3,0,Standard,17,Furnished,15707500.0
Bengaluru,2185,3,4,0,Developing,17,Furnished,21626000.0
Chennai,536,3,2,0,Standard,10,Semi-Furnished,4570000.0
Delhi,624,1,2,1,Premium,2,Furnished,13118000.0
Jaipur,1138,5,3,0,Standard,1,Unfurnished,6940000.0
Ahmedabad,2394,3,3,1,Standard,13,Semi-Furnished,13817000.0
Kolkata,1898,3,2,0,Developing,11,Semi-Furnished,9610400.0
Delhi,2719,3,3,1,Standard,6,Semi-Furnished,41785000.0
Kolkata,538,2,3,0,Developing,10,Furnished,3282400.0
Chennai,918,2,1,0,Standard,1,Furnished,7835000.0
Kolkata,2981,5,4,0,Developing,12,Furnished,15608800.0
Chennai,2042,4,3,0,Developing,15,Furnished,13102000.0
Lucknow,2887,5,3,0,Standard,15,Furnished,14041500.0
Delhi,1376,5,1,0,Standard,6,Furnished,21940000.0
Chennai,2403,3,4,1,Premium,14,Furnished,24379250.0
Hyderabad,1816,2,1,0,Premium,2,Furnished,17425600.0
Ahmedabad,1922,4,4,1,Developing,8,Semi-Furnished,9656800.0
Chennai,2477,3,4,0,Developing,14,Unfurnished,15162000.0
Hyderabad,2272,2,3,1,Developing,18,Unfurnished,12673200.0
Lucknow,1026,3,4,1,Developing,18,Furnished,4443600.0
Mumbai,510,3,2,0,Developing,3,Furnished,8494000.0
Bengaluru,817,1,3,1,Developing,8,Unfurnished,8093200.0
Bengaluru,2357,5,1,0,Standard,16,Semi-Furnished,28834000.0
Bengaluru,986,1,3,1,Developing,6,Semi-Furnished,10065600.0
Kolkata,2526,4,3,1,Developing,10,Furnished,13374800.0
Jaipur,2752,3,1,0,Developing,20,Unfurnished,10708000.0
Ahmedabad,807,1,3,0,Premium,11,Semi-Furnished,5970050.0
Mumbai,1164,3,2,0,Standard,1,Unfurnished,21702000.0
Delhi,2874,1,2,1,Developing,20,Semi-Furnished,34288000.0
Delhi,2878,2,2,1,Standard,14,Semi-Furnished,43470000.0
Pune,1500,1,3,1,Developing,17,Semi-Furnished,9650000.0
Delhi,2192,1,3,1,Standard,6,Furnished,33730000.0
Lucknow,2356,4,4,0,Standard,3,Unfurnished,11652000.0
Bengaluru,623,2,1,1,Premium,10,Unfurnished,9868800.0
Kolkata,2707,2,1,1,Standard,7,Semi-Furnished,16792000.0
Bengaluru,2751,2,3,0,Premium,6,Furnished,43815600.0
Delhi,2821,4,1,1,Premium,19,Semi-Furnished,55359500.0
Chennai,2849,1,1,0,Developing,13,Furnished,17244000.0
Delhi,2704,3,3,1,Standard,15,Unfurnished,40860000.0
Bengaluru,2103,3,4,1,Developing,10,Unfurnished,20838800.0
Lucknow,2198,1,1,1,Developing,5,Unfurnished,8112800.0
Lucknow,2783,4,2,0,Premium,7,Unfurnished,16930550.0
Chennai,2429,4,3,1,Developing,11,Unfurnished,15274000.0
Lucknow,1840,3,4,1,Standard,8,Semi-Furnished,9280000.0
Jaipur,2036,4,4,1,Developing,17,Furnished,9144000.0
Bengaluru,1185,3,3,0,Premium,13,Unfurnished,18736000.0
Bengaluru,535,4,4,1,Premium,20,Semi-Furnished,8946000.0
Ahmedabad,1112,4,1,1,Developing,4,Unfurnished,5742800.0
Hyderabad,2366,4,3,0,Developing,10,Unfurnished,13849600.0
Hyderabad,2333,3,1,0,Developing,6,Unfurnished,13464800.0
Ahmedabad,2878,5,1,1,Premium,19,Unfurnished,20877700.0
Jaipur,2312,5,1,0,Developing,14,Unfurnished,9648000.0
Bengaluru,976,3,2,0,Premium,11,Unfurnished,15475600.0
Delhi,2612,4,2,1,Developing,10,Furnished,32494000.0
Pune,2591,1,1,0,Standard,1,Unfurnished,20978000.0
Hyderabad,1813,2,2,0,Developing,4,Semi-Furnished,10802800.0
Kolkata,2309,3,2,0,Standard,18,Unfurnished,13754000.0
Kolkata,1071,5,4,1,Standard,6,Semi-Furnished,7926000.0
Bengaluru,687,2,4,1,Developing,9,Semi-Furnished,7345200.0
Lucknow,912,2,4,1,Premium,1,Unfurnished,6235200.0
Jaipur,771,1,1,0,Developing,18,Unfurnished,2484000.0
Hyderabad,1535,4,2,1,Premium,15,Semi-Furnished,14618500.0
Bengaluru,1214,2,4,0,Developing,1,Semi-Furnished,12654400.0
Lucknow,1114,5,1,0,Premium,0,Unfurnished,7616900.0
Kolkata,892,5,1,1,Standard,0,Unfurnished,6602000.0
Pune,2326,5,3,0,Standard,20,Semi-Furnished,19158000.0
Ahmedabad,2272,2,3,1,Premium,1,Unfurnished,17044800.0
Lucknow,2140,4,4,1,Premium,12,Furnished,13769000.0
Ahmedabad,2465,2,3,1,Standard,2,Unfurnished,14307500.0
Hyderabad,2436,2,4,1,Standard,14,Furnished,17802000.0
Jaipur,2855,3,1,1,Premium,18,Furnished,19007500.0
Hyderabad,1477,5,3,1,Premium,16,Semi-Furnished,14340700.0
Mumbai,2557,1,3,0,Developing,13,Furnished,37170800.0
Kolkata,886,3,4,1,Standard,8,Furnished,6566000.0
Pune,1125,1,2,0,Developing,10,Furnished,7600000.0
Lucknow,1246,2,3,0,Developing,17,Semi-Furnished,4585600.0
Pune,2297,4,3,0,Standard,10,Semi-Furnished,19226000.0
Bengaluru,1806,4,1,0,Standard,3,Semi-Furnished,22672000.0
Delhi,1039,5,1,1,Premium,4,Unfurnished,21310500.0
Chennai,1912,1,3,0,Developing,7,Furnished,12122000.0
Jaipur,2368,2,1,1,Developing,13,Semi-Furnished,9722000.0
Hyderabad,2606,4,2,0,Developing,1,Unfurnished,15543600.0
Delhi,2974,4,1,1,Developing,15,Furnished,36488000.0
Pune,828,4,3,0,Developing,18,Unfurnished,5499200.0
Chennai,2160,3,3,1,Developing,8,Unfurnished,13610000.0
Bengaluru,1871,4,2,1,Developing,12,Furnished,19011600.0
Bengaluru,776,1,1,0,Premium,16,Semi-Furnished,11855600.0
Mumbai,2358,5,3,0,Developing,6,Semi-Furnished,35205200.0
Ahmedabad,2965,1,1,1,Standard,13,Semi-Furnished,16357500.0
Bengaluru,1850,3,3,0,Standard,7,Semi-Furnished,23000000.0
Jaipur,2142,4,1,0,Standard,11,Unfurnished,11060000.0
Delhi,2008,5,4,0,Premium,3,Semi-Furnished,40656000.0
Chennai,2136,3,2,1,Developing,4,Unfurnished,13566000.0
Jaipur,2235,5,2,1,Developing,6,Furnished,10490000.0
Lucknow,589,5,1,1,Standard,9,Unfurnished,3450500.0
Lucknow,2915,1,3,0,Standard,15,Furnished,13367500.0
Jaipur,1578,3,3,0,Developing,4,Semi-Furnished,7262000.0
Pune,1684,5,1,1,Premium,8,Unfurnished,18363600.0
Delhi,2983,3,3,0,Premium,10,Furnished,59068500.0
Bengaluru,1290,4,2,0,Standard,9,Semi-Furnished,16280000.0
Mumbai,1246,1,2,0,Standard,0,Semi-Furnished,23078000.0
Kolkata,501,4,3,0,Developing,13,Semi-Furnished,3104800.0
Bengaluru,2383,1,4,1,Premium,19,Furnished,37474800.0
Ahmedabad,2428,5,3,1,Developing,3,Semi-Furnished,12233200.0
Ahmedabad,563,3,2,0,Standard,6,Unfurnished,3596500.0
Kolkata,2809,3,1,1,Developing,16,Unfurnished,13533200.0
Kolkata,2753,2,2,0,Developing,19,Unfurnished,12864400.0
Mumbai,1547,5,3,1,Developing,16,Furnished,23426800.0
Mumbai,2877,2,3,1,Premium,10,Furnished,68171800.0
Jaipur,2949,1,1,1,Premium,1,Semi-Furnished,19818500.0
Bengaluru,1002,2,4,0,Developing,0,Unfurnished,10419200.0
Kolkata,1251,3,2,1,Premium,6,Furnished,10907800.0
Bengaluru,2308,2,2,1,Developing,14,Furnished,22706800.0
Hyderabad,2308,4,4,0,Developing,1,Unfurnished,14074800.0
Jaipur,957,2,3,0,Standard,0,Semi-Furnished,5735000.0
Jaipur,2882,5,1,0,Standard,20,Semi-Furnished,14760000.0
Chennai,1697,2,3,0,Standard,1,Furnished,13877500.0
Delhi,2045,5,4,0,Standard,8,Unfurnished,31675000.0
Hyderabad,2236,5,4,0,Standard,13,Unfurnished,16402000.0
Pune,1981,2,2,0,Premium,18,Unfurnished,20302400.0
Ahmedabad,1755,2,4,1,Premium,12,Furnished,13398250.0
Lucknow,1784,1,1,0,Developing,9,Furnished,6772400.0
Hyderabad,2502,4,2,1,Standard,3,Unfurnished,18514000.0
Delhi,2484,4,4,1,Premium,6,Unfurnished,49488000.0
Hyderabad,2374,4,1,0,Standard,1,Semi-Furnished,17718000.0
Ahmedabad,1153,5,2,1,Premium,14,Furnished,9393950.0
Pune,1168,2,4,0,Developing,1,Furnished,8725200.0
Hyderabad,725,1,1,1,Premium,20,Furnished,6547500.0
Delhi,940,1,1,1,Premium,14,Unfurnished,18080000.0
Bengaluru,566,5,3,1,Premium,14,Semi-Furnished,9829600.0
Pune,2308,3,1,0,Standard,1,Furnished,19614000.0
Chennai,1867,5,3,1,Premium,19,Furnished,19203250.0
Ahmedabad,1193,2,4,1,Developing,6,Semi-Furnished,6149200.0
Bengaluru,812,2,1,0,Standard,2,Semi-Furnished,10394000.0
Hyderabad,781,1,4,1,Developing,20,Furnished,4623600.0
Jaipur,2368,3,3,1,Standard,4,Furnished,13190000.0
Bengaluru,1435,1,1,1,Developing,20,Furnished,13726000.0
Hyderabad,666,5,2,1,Developing,9,Unfurnished,4629600.0
Kolkata,1786,4,2,0,Standard,13,Semi-Furnished,11316000.0
Mumbai,784,1,3,1,Standard,6,Furnished,14962000.0
Mumbai,2627,5,4,1,Developing,5,Furnished,39628800.0
Kolkata,849,5,1,0,Premium,3,Unfurnished,7572200.0
Kolkata,1992,4,4,1,Premium,6,Semi-Furnished,16837600.0
Lucknow,1717,2,3,0,Developing,9,Semi-Furnished,6681200.0
Ahmedabad,1443,4,1,1,Premium,2,Semi-Furnished,11517450.0
Pune,1557,1,3,0,Standard,7,Semi-Furnished,12856000.0
Jaipur,1309,5,3,0,Premium,13,Unfurnished,9158500.0
Chennai,2174,5,1,1,Standard,8,Semi-Furnished,17405000.0
Lucknow,2105,5,2,1,Standard,19,Unfurnished,9872500.0
Pune,818,1,3,1,Developing,5,Furnished,6135200.0
Ahmedabad,1498,1,1,1,Premium,15,Furnished,10910700.0
Lucknow,2812,3,1,0,Standard,14,Semi-Furnished,12904000.0
Lucknow,1747,5,4,1,Developing,14,Semi-Furnished,7389200.0
Hyderabad,827,2,4,0,Premium,2,Furnished,8725700.0
Pune,2331,4,1,0,Premium,12,Semi-Furnished,24792400.0
Hyderabad,1082,2,4,0,Standard,17,Semi-Furnished,7774000.0
Jaipur,1971,2,3,0,Standard,7,Semi-Furnished,10455000.0
Chennai,1021,5,1,1,Developing,16,Semi-Furnished,6826000.0
Pune,2583,2,3,1,Premium,12,Furnished,27613200.0
Kolkata,1537,2,2,1,Premium,9,Unfurnished,12288600.0
Lucknow,2120,5,4,1,Standard,4,Furnished,11390000.0
Delhi,621,2,1,1,Developing,18,Furnished,7702000.0
Mumbai,2986,3,3,1,Standard,15,Furnished,54548000.0
Jaipur,2683,5,3,0,Standard,4,Unfurnished,14515000.0
Delhi,1722,4,3,0,Standard,20,Semi-Furnished,26180000.0
Lucknow,2719,2,3,0,Developing,0,Unfurnished,10488400.0
Mumbai,2023,3,2,1,Premium,12,Semi-Furnished,47938200.0
Jaipur,2182,5,4,1,Standard,5,Furnished,12710000.0
Mumbai,2216,3,3,0,Developing,10,Semi-Furnished,32560400.0
Mumbai,2162,4,2,0,Developing,12,Unfurnished,31532800.0
Pune,574,2,2,0,Developing,0,Unfurnished,4273600.0
Ahmedabad,2952,1,4,1,Developing,20,Unfurnished,12738800.0
Ahmedabad,1082,2,4,1,Premium,20,Unfurnished,7686300.0
Pune,2497,3,4,1,Developing,12,Unfurnished,16530800.0
Hyderabad,2169,2,4,1,Developing,12,Semi-Furnished,12746400.0
Ahmedabad,2740,2,4,0,Developing,17,Unfurnished,12006000.0
Pune,1742,3,1,1,Premium,1,Furnished,19416800.0
Jaipur,1191,5,1,0,Premium,16,Semi-Furnished,8291500.0
Delhi,691,3,3,1,Standard,0,Furnished,11915000.0
Jaipur,1697,1,1,0,Standard,9,Unfurnished,8335000.0
Kolkata,671,5,2,1,Standard,18,Semi-Furnished,4726000.0
Chennai,1655,4,2,1,Standard,13,Furnished,13412500.0
Lucknow,738,1,2,1,Developing,2,Semi-Furnished,3356800.0
Ahmedabad,2111,4,3,0,Standard,15,Semi-Furnished,12210500.0
Jaipur,1672,4,4,1,Standard,20,Furnished,9210000.0
Ahmedabad,771,1,1,0,Developing,3,Furnished,4042400.0
Chennai,696,1,2,1,Developing,12,Unfurnished,4126000.0
Delhi,2397,2,4,0,Developing,19,Semi-Furnished,28864000.0
Bengaluru,2198,4,4,1,Premium,17,Furnished,35288800.0
Mumbai,1483,1,2,1,Premium,12,Unfurnished,34652200.0
Mumbai,815,5,4,1,Developing,4,Unfurnished,13086000.0
Mumbai,2923,5,4,1,Premium,20,Semi-Furnished,69198200.0
Jaipur,1994,2,4,0,Premium,10,Semi-Furnished,13511000.0
Bengaluru,1153,2,1,0,Developing,19,Semi-Furnished,10868800.0
Jaipur,1695,1,3,1,Standard,3,Unfurnished,8975000.0
Pune,1514,2,3,0,Premium,5,Furnished,16695600.0
Ahmedabad,1513,5,4,0,Premium,2,Semi-Furnished,12367950.0
Ahmedabad,1910,3,3,0,Developing,0,Semi-Furnished,9554000.0
Kolkata,2541,1,2,1,Developing,4,Semi-Furnished,12796800.0
Ahmedabad,542,2,4,0,Standard,19,Unfurnished,2831000.0
Delhi,537,4,3,0,Premium,8,Semi-Furnished,11421500.0
Mumbai,949,5,4,1,Standard,12,Furnished,18532000.0
Ahmedabad,1208,5,3,0,Standard,14,Semi-Furnished,7494000.0
Delhi,1047,4,4,0,Developing,11,Unfurnished,13214000.0
Ahmedabad,1311,3,3,0,Standard,18,Unfurnished,7210500.0
Lucknow,1290,5,4,1,Developing,9,Semi-Furnished,5994000.0
Mumbai,2671,5,3,0,Standard,14,Unfurnished,48678000.0
Bengaluru,2228,3,3,0,Standard,0,Furnished,28136000.0
Ahmedabad,2067,4,1,0,Standard,12,Semi-Furnished,11918500.0
Bengaluru,2194,4,3,0,Premium,6,Furnished,35526400.0
Delhi,1374,1,2,0,Developing,2,Furnished,17288000.0
Lucknow,2368,3,3,1,Developing,20,Semi-Furnished,8824800.0
Chennai,1579,5,2,1,Premium,3,Unfurnished,16595250.0
Kolkata,535,4,1,0,Premium,14,Semi-Furnished,4623000.0
Kolkata,790,5,4,1,Standard,18,Unfurnished,5390000.0
Ahmedabad,886,5,2,1,Developing,6,Furnished,5448400.0
Hyderabad,2695,1,3,1,Developing,7,Furnished,15892000.0
Bengaluru,1146,3,3,0,Premium,14,Semi-Furnished,18327600.0
Chennai,1819,4,4,1,Premium,13,Furnished,18935250.0
Bengaluru,1598,3,2,1,Standard,14,Semi-Furnished,19676000.0
Chennai,1089,2,3,1,Premium,3,Semi-Furnished,11567750.0
Bengaluru,2316,5,1,1,Standard,0,Semi-Furnished,29292000.0
Chennai,2451,3,4,0,Developing,14,Furnished,15506000.0
Hyderabad,1622,3,2,1,Standard,7,Furnished,12454000.0
Ahmedabad,2918,1,4,1,Premium,18,Unfurnished,20713700.0
Delhi,2024,3,2,0,Premium,10,Furnished,40268000.0
Hyderabad,2604,1,2,0,Standard,3,Unfurnished,18478000.0
Mumbai,1516,3,4,0,Standard,2,Semi-Furnished,28438000.0
Hyderabad,525,2,3,1,Standard,19,Furnished,4075000.0
Chennai,2989,2,4,0,Standard,0,Furnished,23717500.0
Ahmedabad,1251,2,4,0,Developing,2,Furnished,6704400.0
Ahmedabad,976,4,3,0,Standard,19,Semi-Furnished,5768000.0
Jaipur,540,1,4,1,Standard,8,Unfurnished,3050000.0
Lucknow,1260,5,4,0,Developing,14,Unfurnished,5236000.0
Bengaluru,2112,4,2,0,Developing,6,Furnished,21475200.0
Ahmedabad,1285,1,2,0,Developing,7,Unfurnished,5704000.0
Jaipur,931,4,1,1,Standard,2,Unfurnished,5605000.0
Delhi,1408,3,2,0,Developing,19,Semi-Furnished,16996000.0
Kolkata,643,5,4,0,Premium,0,Furnished,6915400.0
Pune,572,5,2,1,Premium,20,Furnished,6798800.0
Kolkata,1986,3,2,0,Premium,1,Semi-Furnished,16490800.0
Delhi,613,5,2,1,Standard,8,Unfurnished,10145000.0
Bengaluru,862,4,2,1,Premium,7,Furnished,14747200.0
Kolkata,2505,5,1,1,Standard,1,Unfurnished,16230000.0
Ahmedabad,2870,2,3,0,Premium,7,Unfurnished,20870500.0
Hyderabad,1251,5,1,1,Standard,17,Furnished,9657000.0
Hyderabad,2103,1,1,1,Developing,6,Unfurnished,11926800.0
Pune,1572,2,3,0,Premium,1,Semi-Furnished,17248800.0
Mumbai,2142,2,3,1,Premium,6,Furnished,51172800.0
Jaipur,2364,2,2,0,Developing,11,Semi-Furnished,9756000.0
Mumbai,1657,2,1,0,Developing,3,Furnished,24710800.0
Chennai,1624,5,2,0,Developing,9,Furnished,10994000.0
Jaipur,2698,2,1,1,Premium,19,Unfurnished,17237000.0
Pune,2733,3,2,1,Developing,7,Semi-Furnished,18341200.0
Lucknow,882,4,3,0,Developing,6,Semi-Furnished,4225200.0
Delhi,2140,2,4,1,Premium,17,Furnished,42330000.0
Hyderabad,2794,2,4,0,Premium,12,Semi-Furnished,25875400.0
Delhi,2813,3,1,1,Developing,0,Semi-Furnished,34856000.0
Ahmedabad,502,1,1,0,Standard,3,Semi-Furnished,3161000.0
Delhi,1560,2,3,0,Premium,2,Unfurnished,31020000.0
Delhi,2383,4,4,1,Developing,16,Unfurnished,29146000.0
Jaipur,1440,5,4,1,Standard,0,Furnished,9250000.0
Chennai,938,5,1,0,Premium,5,Unfurnished,9995500.0
Mumbai,2103,5,4,1,Standard,13,Furnished,39254000.0
Ahmedabad,1791,2,2,0,Standard,20,Furnished,9950500.0
Jaipur,2774,5,3,1,Premium,16,Furnished,19181000.0
